campus,category,class_modality_categories,class_participation_contrib_prcnt,classroom,course_title,credits,eligible_year,exam_contrib_prcnt,instructor,level,main_language,others_contrib_prcnt,papers_contrib_prcnt,school,term_day_period,types_of_lesson,url,year
Waseda,English Language and Literature Electives B (Language Skills Group),[On-campus],,,Debate in English,2,1,,"SUZUKI, Takeshi","Intermediate, developmental and applicative",English,,,School of Education,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Thur', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=1503006504012025150300650415&pLng=en,2025
Waseda,English Language and Literature Electives B (Linguistics/Applied Linguistics Group),[On-campus],,,Introduction to Statistics for Language Research,2,1,,"INNAMI, Yo","Intermediate, developmental and applicative",Japanese,,,School of Education,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Fri', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=1503006421012025150300642115&pLng=en,2025
Waseda,English Language and Literature Electives B (Linguistics/Applied Linguistics Group),[On-campus],,16-407,Morphology,2,2,100,"POPPE, Clemens Pieter","Intermediate, developmental and applicative",English,,,School of Education,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Thur', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=1503006407012025150300640715&pLng=en,2025
Waseda,English Language and Literature Electives B (Linguistics/Applied Linguistics Group),[On-campus],60,16-301,Foreign Language in the Elementary School (FLES),2,2,0,"OGA BALDWIN, William L. Q.","Intermediate, developmental and applicative",English,0,30,School of Education,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=1503006425012025150300642515&pLng=en,2025
Waseda,English Language and Literature Electives B (Literature/Culture Group),[On-campus] Hybrid (over 50% of classes on-campus),,7-207,British Film Studies,2,1,,"KUWAKO, Toshio","Intermediate, developmental and applicative",Japanese,,,School of Education,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Thur', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=1503006385012025150300638515&pLng=en,2025
Waseda,English Language and Literature Electives B (Literature/Culture Group),[On-campus] Hybrid (over 50% of classes on-campus),40,,Studies in the English Novel,2,1,60,"TSUTSUI, Mizuki","Intermediate, developmental and applicative",Japanese,,,School of Education,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Thur', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=1503006382012025150300638215&pLng=en,2025
Waseda,English Language and Literature Electives B (Linguistics/Applied Linguistics Group),[Online] Full On-demand,,No dividends,Studies in English Grammar and Usage,2,2,,"YOSHIDA, Masayuki","Intermediate, developmental and applicative",Japanese,,,School of Education,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'others', 'period': 'On demand', 'start_time': None, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=1503006355012025150300635515&pLng=en,2025
Waseda,English Language and Literature Electives B (Literature/Culture Group),[On-campus] Hybrid (over 50% of classes on-campus),,,Introduction to American Culture,2,2,,"SAKUMA, Yuri","Intermediate, developmental and applicative",English,,,School of Education,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=1503006223012025150300622315&pLng=en,2025
Waseda,English Language and Literature Electives B (Literature/Culture Group),[On-campus] Hybrid (over 50% of classes on-campus),,,Studies in the American Novel,2,1,,"TANOKUCHI, Shogo","Intermediate, developmental and applicative",Japanese,,,School of Education,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Wed', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=1503006383012025150300638315&pLng=en,2025
Waseda,English Language and Literature,[On-campus],,,Seminar in English Language and Literature II-2 T,2,4,,"MIYOSHI, Riki",Final stage advanced-level undergraduate,Japanese/English,,,School of Education,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Wed', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445B202025150300445B15&pLng=en,2025
Waseda,English Language and Literature Electives B (Literature/Culture Group),[On-campus] Hybrid (over 50% of classes on-campus),50,,Introduction to British Culture,2,2,,"NISHINO, Noriko","Intermediate, developmental and applicative",English,,50,School of Education,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Tues', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=1503006222012025150300622215&pLng=en,2025
Waseda,English Language and Literature,[On-campus] Hybrid (over 50% of classes on-campus),,,Seminar in English Language and Literature II-2 R,2,4,,"BACKHAUS, Peter",Final stage advanced-level undergraduate,English,,,School of Education,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Thur', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445B182025150300445B15&pLng=en,2025
Waseda,English Language and Literature Electives A (Literature/Culture Group),[On-campus],40,,Introduction to Bible Studies II,2,2,30,"MASUI, Shitsuyo","Intermediate, developmental and applicative",Japanese,0,30,School of Education,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Thur', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=1503006213012025150300621315&pLng=en,2025
Waseda,English Language and Literature Electives A (Literature/Culture Group),[On-campus],,16-405,Introduction to Bible Studies I,2,1,,"MASUI, Shitsuyo","Intermediate, developmental and applicative",Japanese,,,School of Education,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Thur', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=1503006212012025150300621215&pLng=en,2025
Waseda,English Language and Literature Electives B (Linguistics/Applied Linguistics Group),[On-campus],,,Language and Society,2,2,,"BACKHAUS, Peter","Intermediate, developmental and applicative",English,,,School of Education,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '1', 'start_time': 1, 'end_time': None, 'note': None}], 'is_intensive': False}",Lecture,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=1503006203012025150300620315&pLng=en,2025
Waseda,English Language and Literature,[On-campus],70,,Seminar in English Language and Literature II-2 S,2,4,,"SAKUMA, Yuri",Final stage advanced-level undergraduate,Japanese,,30,School of Education,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Wed', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445B192025150300445B15&pLng=en,2025
Waseda,English Language and Literature,[On-campus] Hybrid (over 50% of classes on-campus),,,Seminar in English Language and Literature II-2 P,2,4,,"MCEOWN, Maya",Final stage advanced-level undergraduate,English,,,School of Education,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Thur', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445B162025150300445B15&pLng=en,2025
Waseda,English Language and Literature,[On-campus] Hybrid (over 50% of classes on-campus),70,,Seminar in English Language and Literature II-2 Q,2,4,0,"ORII, Mamiko",Final stage advanced-level undergraduate,Japanese,30,0,School of Education,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Thur', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445B172025150300445B15&pLng=en,2025
Waseda,English Language and Literature,[On-campus],,,Seminar in English Language and Literature II-2 M,2,4,,"NIJIBAYASHI, Kei",Final stage advanced-level undergraduate,Japanese,,,School of Education,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Thur', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445B132025150300445B15&pLng=en,2025
Waseda,English Language and Literature,[Online] Realtime Streaming,,,Seminar in English Language and Literature II-2 K,2,4,,"YOSHIDA, Masayuki",Final stage advanced-level undergraduate,Japanese,,,School of Education,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Fri', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445B112025150300445B15&pLng=en,2025
Waseda,English Language and Literature,[On-campus],,,Seminar in English Language and Literature II-2 O,2,4,,"POPPE, Clemens Pieter",Final stage advanced-level undergraduate,Japanese,100,,School of Education,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Thur', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445B152025150300445B15&pLng=en,2025
Waseda,English Language and Literature,[On-campus] Hybrid (over 50% of classes on-campus),70,,Seminar in English Language and Literature II-2 I,2,4,,"TSUTSUI, Mizuki",Final stage advanced-level undergraduate,Japanese,,30,School of Education,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Wed', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445B092025150300445B15&pLng=en,2025
Waseda,English Language and Literature,[On-campus],,,Seminar in English Language and Literature II-2 N,2,4,,"KUWAKO, Toshio",Final stage advanced-level undergraduate,Japanese,,,School of Education,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Fri', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445B142025150300445B15&pLng=en,2025
Waseda,English Language and Literature,[On-campus],100,,Seminar in English Language and Literature II-2 J,2,4,,"KUNO, Masakazu",Final stage advanced-level undergraduate,Japanese,,,School of Education,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445B102025150300445B15&pLng=en,2025
Waseda,English Language and Literature,[On-campus] Hybrid (over 50% of classes on-campus),70,,Seminar in English Language and Literature II-2 G,2,4,,"TANOKUCHI, Shogo",Final stage advanced-level undergraduate,Japanese,,30,School of Education,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Thur', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445B072025150300445B15&pLng=en,2025
Waseda,English Language and Literature,[On-campus] Hybrid (over 50% of classes on-campus),40,,Seminar in English Language and Literature II-2 L,2,4,,"SAWAKI, Yasuyo",Final stage advanced-level undergraduate,Japanese,,60,School of Education,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445B122025150300445B15&pLng=en,2025
Waseda,English Language and Literature,[On-campus] Hybrid (over 50% of classes on-campus),,,Seminar in English Language and Literature II-2 D,2,4,,"SHINKAWA, Seiji",Final stage advanced-level undergraduate,Japanese,,,School of Education,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Fri', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445B042025150300445B15&pLng=en,2025
Waseda,English Language and Literature,[On-campus],,,Seminar in English Language and Literature II-2 H,2,4,,"OGA BALDWIN, William L. Q.",Final stage advanced-level undergraduate,Japanese,,,School of Education,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Thur', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445B082025150300445B15&pLng=en,2025
Waseda,English Language and Literature,[On-campus] Hybrid (over 50% of classes on-campus),,,Seminar in English Language and Literature II-2 A,2,4,,"KIMURA, Daisuke",Final stage advanced-level undergraduate,Japanese,,,School of Education,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Wed', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445B012025150300445B15&pLng=en,2025
Waseda,English Language and Literature,[On-campus],,,Seminar in English Language and Literature II-2 F,2,4,,"HARADA, Tetsuo",Final stage advanced-level undergraduate,English,,,School of Education,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Fri', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445B062025150300445B15&pLng=en,2025
Waseda,English Language and Literature,[On-campus],,7-203,Seminar in English Language and Literature II-1 T,2,4,,"MIYOSHI, Riki",Final stage advanced-level undergraduate,Japanese/English,,,School of Education,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Wed', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445A202025150300445A15&pLng=en,2025
Waseda,English Language and Literature,[On-campus] Hybrid (over 50% of classes on-campus),,,Seminar in English Language and Literature II-2 E,2,4,,"NISHINO, Noriko",Final stage advanced-level undergraduate,Japanese,50,50,School of Education,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Fri', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445B052025150300445B15&pLng=en,2025
Waseda,English Language and Literature,[On-campus] Hybrid (over 50% of classes on-campus),,,Seminar in English Language and Literature II-2 B,2,4,,"SASAKI, Miyuki",Final stage advanced-level undergraduate,Japanese/English,,,School of Education,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Thur', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445B022025150300445B15&pLng=en,2025
Waseda,English Language and Literature,[On-campus] Hybrid (over 50% of classes on-campus),,6-315,Seminar in English Language and Literature II-1 R,2,4,,"BACKHAUS, Peter",Final stage advanced-level undergraduate,English,,,School of Education,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Thur', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445A182025150300445A15&pLng=en,2025
Waseda,English Language and Literature,[On-campus],70,7-209,Seminar in English Language and Literature II-1 S,2,4,,"SAKUMA, Yuri",Final stage advanced-level undergraduate,Japanese,,30,School of Education,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Wed', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445A192025150300445A15&pLng=en,2025
Waseda,English Language and Literature,[On-campus] Hybrid (over 50% of classes on-campus),70,16-708,Seminar in English Language and Literature II-1 Q,2,4,0,"ORII, Mamiko",Final stage advanced-level undergraduate,Japanese,30,0,School of Education,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Thur', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445A172025150300445A15&pLng=en,2025
Waseda,English Language and Literature,[On-campus] Hybrid (over 50% of classes on-campus),,16-820,Seminar in English Language and Literature II-1 P,2,4,,"MCEOWN, Maya",Final stage advanced-level undergraduate,English,,,School of Education,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Thur', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445A162025150300445A15&pLng=en,2025
Waseda,English Language and Literature,[On-campus],,16-709（演習室）,Seminar in English Language and Literature II-1 M,2,4,,"NIJIBAYASHI, Kei",Final stage advanced-level undergraduate,Japanese,,,School of Education,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Thur', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445A132025150300445A15&pLng=en,2025
Waseda,English Language and Literature,[On-campus],,16-612,Seminar in English Language and Literature II-1 O,2,4,,"POPPE, Clemens Pieter",Final stage advanced-level undergraduate,Japanese,100,,School of Education,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Thur', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445A152025150300445A15&pLng=en,2025
Waseda,English Language and Literature,[Online] Realtime Streaming,,16-708,Seminar in English Language and Literature II-1 K,2,4,,"YOSHIDA, Masayuki",Final stage advanced-level undergraduate,Japanese,,,School of Education,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Fri', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445A112025150300445A15&pLng=en,2025
Waseda,English Language and Literature,[On-campus],,16-825研修室,Seminar in English Language and Literature II-1 N,2,4,,"KUWAKO, Toshio",Final stage advanced-level undergraduate,Japanese,,,School of Education,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Fri', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445A142025150300445A15&pLng=en,2025
Waseda,English Language and Literature,[On-campus] Hybrid (over 50% of classes on-campus),60,16-410,Seminar in English Language and Literature II-1 I,2,4,,"TSUTSUI, Mizuki",Final stage advanced-level undergraduate,Japanese,,40,School of Education,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Wed', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445A092025150300445A15&pLng=en,2025
Waseda,English Language and Literature,[On-campus] Hybrid (over 50% of classes on-campus),70,16-306,Seminar in English Language and Literature II-1 G,2,4,,"TANOKUCHI, Shogo",Final stage advanced-level undergraduate,Japanese,,30,School of Education,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Thur', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445A072025150300445A15&pLng=en,2025
Waseda,English Language and Literature,[On-campus],100,16-712（演習室）,Seminar in English Language and Literature II-1 J,2,4,,"KUNO, Masakazu",Final stage advanced-level undergraduate,Japanese,,,School of Education,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445A102025150300445A15&pLng=en,2025
Waseda,English Language and Literature,[On-campus] Hybrid (over 50% of classes on-campus),,16-709（演習室）,Seminar in English Language and Literature II-1 D,2,4,,"SHINKAWA, Seiji",Final stage advanced-level undergraduate,Japanese,,,School of Education,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Fri', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445A042025150300445A15&pLng=en,2025
Waseda,English Language and Literature,[On-campus],,14-508共同利用研究室3,Seminar in English Language and Literature II-1 H,2,4,,"OGA BALDWIN, William L. Q.",Final stage advanced-level undergraduate,Japanese,,,School of Education,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Thur', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445A082025150300445A15&pLng=en,2025
Waseda,English Language and Literature,[On-campus] Hybrid (over 50% of classes on-campus),40,16-304,Seminar in English Language and Literature II-1 L,2,4,,"SAWAKI, Yasuyo",Final stage advanced-level undergraduate,Japanese,,60,School of Education,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Mon', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445A122025150300445A15&pLng=en,2025
Waseda,English Language and Literature,[On-campus] Hybrid (over 50% of classes on-campus),,6-313-2,Seminar in English Language and Literature II-1 E,2,4,,"MATSUNAGA, Noriko",Final stage advanced-level undergraduate,Japanese,,,School of Education,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Thur', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445A052025150300445A15&pLng=en,2025
Waseda,English Language and Literature,[On-campus],,16-605,Seminar in English Language and Literature II-1 F,2,4,,"SUZUKI, Shungo",Final stage advanced-level undergraduate,English,,,School of Education,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Fri', 'period': '2', 'start_time': 2, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445A062025150300445A15&pLng=en,2025
Waseda,English Language and Literature,[On-campus] Hybrid (over 50% of classes on-campus),,11-807,Seminar in English Language and Literature II-1 A,2,4,,"KIMURA, Daisuke",Final stage advanced-level undergraduate,Japanese,,,School of Education,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Wed', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445A012025150300445A15&pLng=en,2025
Waseda,English Language and Literature,[On-campus] Hybrid (over 50% of classes on-campus),,14-506共同利用研究室1,Seminar in English Language and Literature II-1 B,2,4,,"SASAKI, Miyuki",Final stage advanced-level undergraduate,Japanese/English,,,School of Education,"{'terms': [{'season': 'Spring', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Thur', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300445A022025150300445A15&pLng=en,2025
Waseda,English Language and Literature,[On-campus],,,Seminar in English Language and Literature I-2 T,2,3,,"MIYOSHI, Riki",Final stage advanced-level undergraduate,Japanese/English,,,School of Education,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Wed', 'period': '4', 'start_time': 4, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300443B202025150300443B15&pLng=en,2025
Waseda,English Language and Literature,[On-campus] Hybrid (over 50% of classes on-campus),,,Seminar in English Language and Literature I-2 R,2,3,,"BACKHAUS, Peter",Final stage advanced-level undergraduate,English,,,School of Education,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Thur', 'period': '5', 'start_time': 5, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300443B182025150300443B15&pLng=en,2025
Waseda,English Language and Literature,[On-campus],70,,Seminar in English Language and Literature I-2 S,2,3,,"SAKUMA, Yuri",Final stage advanced-level undergraduate,Japanese,,30,School of Education,"{'terms': [{'season': 'Fall', 'session': 'Semester', 'position': 1}], 'schedule': [{'seq': 1, 'day': 'Wed', 'period': '3', 'start_time': 3, 'end_time': None, 'note': None}], 'is_intensive': False}",Seminar,https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=150300443B192025150300443B15&pLng=en,2025
